,Page,page_link,vote_link
3,389.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=389,https://congresovisible.uniandes.edu.co/votaciones/12313/
4,389.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=389,https://congresovisible.uniandes.edu.co/votaciones/12314/
0,390.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=390,https://congresovisible.uniandes.edu.co/votaciones/12315/
1,390.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=390,https://congresovisible.uniandes.edu.co/votaciones/12316/
2,390.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=390,https://congresovisible.uniandes.edu.co/votaciones/12317/
3,390.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=390,https://congresovisible.uniandes.edu.co/votaciones/12318/
4,390.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=390,https://congresovisible.uniandes.edu.co/votaciones/12319/
0,391.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=391,https://congresovisible.uniandes.edu.co/votaciones/12320/
1,391.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=391,https://congresovisible.uniandes.edu.co/votaciones/12321/
2,391.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=391,https://congresovisible.uniandes.edu.co/votaciones/12322/
3,391.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=391,https://congresovisible.uniandes.edu.co/votaciones/12323/
4,391.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=391,https://congresovisible.uniandes.edu.co/votaciones/12324/
0,392.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=392,https://congresovisible.uniandes.edu.co/votaciones/12325/
1,392.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=392,https://congresovisible.uniandes.edu.co/votaciones/12326/
2,392.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=392,https://congresovisible.uniandes.edu.co/votaciones/12327/
3,392.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=392,https://congresovisible.uniandes.edu.co/votaciones/12328/
4,392.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=392,https://congresovisible.uniandes.edu.co/votaciones/12329/
0,393.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=393,https://congresovisible.uniandes.edu.co/votaciones/12330/
1,393.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=393,https://congresovisible.uniandes.edu.co/votaciones/12332/
2,393.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=393,https://congresovisible.uniandes.edu.co/votaciones/12333/
3,393.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=393,https://congresovisible.uniandes.edu.co/votaciones/12334/
4,393.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=393,https://congresovisible.uniandes.edu.co/votaciones/12164/
0,394.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=394,https://congresovisible.uniandes.edu.co/votaciones/12311/
1,394.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=394,https://congresovisible.uniandes.edu.co/votaciones/12331/
2,394.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=394,https://congresovisible.uniandes.edu.co/votaciones/12159/
3,394.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=394,https://congresovisible.uniandes.edu.co/votaciones/12160/
4,394.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=394,https://congresovisible.uniandes.edu.co/votaciones/12161/
0,395.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=395,https://congresovisible.uniandes.edu.co/votaciones/12162/
1,395.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=395,https://congresovisible.uniandes.edu.co/votaciones/12163/
2,395.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=395,https://congresovisible.uniandes.edu.co/votaciones/12165/
3,395.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=395,https://congresovisible.uniandes.edu.co/votaciones/12166/
4,395.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=395,https://congresovisible.uniandes.edu.co/votaciones/12167/
0,396.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=396,https://congresovisible.uniandes.edu.co/votaciones/12158/
1,396.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=396,https://congresovisible.uniandes.edu.co/votaciones/12282/
2,396.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=396,https://congresovisible.uniandes.edu.co/votaciones/12283/
3,396.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=396,https://congresovisible.uniandes.edu.co/votaciones/12284/
4,396.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=396,https://congresovisible.uniandes.edu.co/votaciones/12285/
0,397.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=397,https://congresovisible.uniandes.edu.co/votaciones/12286/
1,397.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=397,https://congresovisible.uniandes.edu.co/votaciones/12287/
2,397.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=397,https://congresovisible.uniandes.edu.co/votaciones/12288/
3,397.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=397,https://congresovisible.uniandes.edu.co/votaciones/12290/
4,397.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=397,https://congresovisible.uniandes.edu.co/votaciones/12291/
0,398.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=398,https://congresovisible.uniandes.edu.co/votaciones/12293/
1,398.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=398,https://congresovisible.uniandes.edu.co/votaciones/12281/
2,398.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=398,https://congresovisible.uniandes.edu.co/votaciones/12289/
3,398.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=398,https://congresovisible.uniandes.edu.co/votaciones/12292/
4,398.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=398,https://congresovisible.uniandes.edu.co/votaciones/12294/
0,399.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=399,https://congresovisible.uniandes.edu.co/votaciones/12468/
1,399.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=399,https://congresovisible.uniandes.edu.co/votaciones/12131/
2,399.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=399,https://congresovisible.uniandes.edu.co/votaciones/12542/
3,399.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=399,https://congresovisible.uniandes.edu.co/votaciones/12541/
4,399.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=399,https://congresovisible.uniandes.edu.co/votaciones/12544/
0,400.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=400,https://congresovisible.uniandes.edu.co/votaciones/12147/
1,400.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=400,https://congresovisible.uniandes.edu.co/votaciones/12148/
2,400.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=400,https://congresovisible.uniandes.edu.co/votaciones/12149/
3,400.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=400,https://congresovisible.uniandes.edu.co/votaciones/12150/
4,400.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=400,https://congresovisible.uniandes.edu.co/votaciones/12184/
0,401.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=401,https://congresovisible.uniandes.edu.co/votaciones/12185/
1,401.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=401,https://congresovisible.uniandes.edu.co/votaciones/12186/
2,401.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=401,https://congresovisible.uniandes.edu.co/votaciones/12187/
3,401.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=401,https://congresovisible.uniandes.edu.co/votaciones/12188/
4,401.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=401,https://congresovisible.uniandes.edu.co/votaciones/12189/
0,402.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=402,https://congresovisible.uniandes.edu.co/votaciones/12190/
1,402.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=402,https://congresovisible.uniandes.edu.co/votaciones/12191/
2,402.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=402,https://congresovisible.uniandes.edu.co/votaciones/12192/
3,402.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=402,https://congresovisible.uniandes.edu.co/votaciones/12193/
4,402.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=402,https://congresovisible.uniandes.edu.co/votaciones/12194/
0,403.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=403,https://congresovisible.uniandes.edu.co/votaciones/12195/
1,403.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=403,https://congresovisible.uniandes.edu.co/votaciones/12196/
2,403.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=403,https://congresovisible.uniandes.edu.co/votaciones/12197/
3,403.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=403,https://congresovisible.uniandes.edu.co/votaciones/12198/
4,403.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=403,https://congresovisible.uniandes.edu.co/votaciones/12199/
0,404.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=404,https://congresovisible.uniandes.edu.co/votaciones/12200/
1,404.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=404,https://congresovisible.uniandes.edu.co/votaciones/12201/
2,404.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=404,https://congresovisible.uniandes.edu.co/votaciones/12586/
3,404.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=404,https://congresovisible.uniandes.edu.co/votaciones/12587/
4,404.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=404,https://congresovisible.uniandes.edu.co/votaciones/12146/
0,405.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=405,https://congresovisible.uniandes.edu.co/votaciones/12013/
1,405.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=405,https://congresovisible.uniandes.edu.co/votaciones/12014/
2,405.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=405,https://congresovisible.uniandes.edu.co/votaciones/12015/
3,405.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=405,https://congresovisible.uniandes.edu.co/votaciones/12016/
4,405.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=405,https://congresovisible.uniandes.edu.co/votaciones/12022/
0,406.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=406,https://congresovisible.uniandes.edu.co/votaciones/12025/
1,406.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=406,https://congresovisible.uniandes.edu.co/votaciones/12017/
2,406.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=406,https://congresovisible.uniandes.edu.co/votaciones/12018/
3,406.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=406,https://congresovisible.uniandes.edu.co/votaciones/12019/
4,406.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=406,https://congresovisible.uniandes.edu.co/votaciones/12020/
0,407.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=407,https://congresovisible.uniandes.edu.co/votaciones/12021/
1,407.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=407,https://congresovisible.uniandes.edu.co/votaciones/12023/
2,407.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=407,https://congresovisible.uniandes.edu.co/votaciones/12024/
3,407.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=407,https://congresovisible.uniandes.edu.co/votaciones/12026/
4,407.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=407,https://congresovisible.uniandes.edu.co/votaciones/12027/
0,408.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=408,https://congresovisible.uniandes.edu.co/votaciones/12032/
1,408.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=408,https://congresovisible.uniandes.edu.co/votaciones/12033/
2,408.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=408,https://congresovisible.uniandes.edu.co/votaciones/12034/
3,408.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=408,https://congresovisible.uniandes.edu.co/votaciones/12035/
4,408.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=408,https://congresovisible.uniandes.edu.co/votaciones/12036/
0,409.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=409,https://congresovisible.uniandes.edu.co/votaciones/12037/
1,409.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=409,https://congresovisible.uniandes.edu.co/votaciones/12038/
2,409.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=409,https://congresovisible.uniandes.edu.co/votaciones/12039/
3,409.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=409,https://congresovisible.uniandes.edu.co/votaciones/12237/
4,409.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=409,https://congresovisible.uniandes.edu.co/votaciones/12238/
0,410.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=410,https://congresovisible.uniandes.edu.co/votaciones/12239/
1,410.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=410,https://congresovisible.uniandes.edu.co/votaciones/12051/
2,410.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=410,https://congresovisible.uniandes.edu.co/votaciones/12052/
3,410.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=410,https://congresovisible.uniandes.edu.co/votaciones/12053/
4,410.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=410,https://congresovisible.uniandes.edu.co/votaciones/12054/
0,411.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=411,https://congresovisible.uniandes.edu.co/votaciones/12055/
1,411.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=411,https://congresovisible.uniandes.edu.co/votaciones/12056/
2,411.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=411,https://congresovisible.uniandes.edu.co/votaciones/12057/
3,411.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=411,https://congresovisible.uniandes.edu.co/votaciones/12058/
4,411.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=411,https://congresovisible.uniandes.edu.co/votaciones/12059/
0,412.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=412,https://congresovisible.uniandes.edu.co/votaciones/12060/
1,412.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=412,https://congresovisible.uniandes.edu.co/votaciones/12061/
2,412.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=412,https://congresovisible.uniandes.edu.co/votaciones/12062/
3,412.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=412,https://congresovisible.uniandes.edu.co/votaciones/12063/
4,412.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=412,https://congresovisible.uniandes.edu.co/votaciones/12064/
0,413.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=413,https://congresovisible.uniandes.edu.co/votaciones/12065/
1,413.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=413,https://congresovisible.uniandes.edu.co/votaciones/12066/
2,413.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=413,https://congresovisible.uniandes.edu.co/votaciones/12067/
3,413.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=413,https://congresovisible.uniandes.edu.co/votaciones/12068/
4,413.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=413,https://congresovisible.uniandes.edu.co/votaciones/12069/
0,414.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=414,https://congresovisible.uniandes.edu.co/votaciones/12070/
1,414.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=414,https://congresovisible.uniandes.edu.co/votaciones/12071/
2,414.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=414,https://congresovisible.uniandes.edu.co/votaciones/12142/
3,414.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=414,https://congresovisible.uniandes.edu.co/votaciones/12143/
4,414.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=414,https://congresovisible.uniandes.edu.co/votaciones/12141/
0,415.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=415,https://congresovisible.uniandes.edu.co/votaciones/12618/
1,415.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=415,https://congresovisible.uniandes.edu.co/votaciones/12619/
2,415.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=415,https://congresovisible.uniandes.edu.co/votaciones/12620/
3,415.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=415,https://congresovisible.uniandes.edu.co/votaciones/12230/
4,415.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=415,https://congresovisible.uniandes.edu.co/votaciones/12231/
0,416.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=416,https://congresovisible.uniandes.edu.co/votaciones/12232/
1,416.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=416,https://congresovisible.uniandes.edu.co/votaciones/12028/
2,416.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=416,https://congresovisible.uniandes.edu.co/votaciones/12030/
3,416.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=416,https://congresovisible.uniandes.edu.co/votaciones/12031/
4,416.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=416,https://congresovisible.uniandes.edu.co/votaciones/12145/
0,417.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=417,https://congresovisible.uniandes.edu.co/votaciones/11990/
1,417.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=417,https://congresovisible.uniandes.edu.co/votaciones/12029/
2,417.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=417,https://congresovisible.uniandes.edu.co/votaciones/12144/
3,417.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=417,https://congresovisible.uniandes.edu.co/votaciones/12272/
4,417.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=417,https://congresovisible.uniandes.edu.co/votaciones/12273/
0,418.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=418,https://congresovisible.uniandes.edu.co/votaciones/12274/
1,418.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=418,https://congresovisible.uniandes.edu.co/votaciones/12275/
2,418.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=418,https://congresovisible.uniandes.edu.co/votaciones/12276/
3,418.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=418,https://congresovisible.uniandes.edu.co/votaciones/12048/
4,418.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=418,https://congresovisible.uniandes.edu.co/votaciones/12049/
0,419.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=419,https://congresovisible.uniandes.edu.co/votaciones/12050/
1,419.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=419,https://congresovisible.uniandes.edu.co/votaciones/12615/
2,419.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=419,https://congresovisible.uniandes.edu.co/votaciones/12616/
3,419.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=419,https://congresovisible.uniandes.edu.co/votaciones/12617/
4,419.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=419,https://congresovisible.uniandes.edu.co/votaciones/11983/
0,420.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=420,https://congresovisible.uniandes.edu.co/votaciones/11984/
1,420.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=420,https://congresovisible.uniandes.edu.co/votaciones/11985/
2,420.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=420,https://congresovisible.uniandes.edu.co/votaciones/11986/
3,420.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=420,https://congresovisible.uniandes.edu.co/votaciones/11987/
4,420.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=420,https://congresovisible.uniandes.edu.co/votaciones/11988/
0,421.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=421,https://congresovisible.uniandes.edu.co/votaciones/11989/
1,421.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=421,https://congresovisible.uniandes.edu.co/votaciones/12127/
2,421.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=421,https://congresovisible.uniandes.edu.co/votaciones/11949/
3,421.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=421,https://congresovisible.uniandes.edu.co/votaciones/11951/
4,421.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=421,https://congresovisible.uniandes.edu.co/votaciones/11950/
0,422.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=422,https://congresovisible.uniandes.edu.co/votaciones/11979/
1,422.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=422,https://congresovisible.uniandes.edu.co/votaciones/11915/
2,422.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=422,https://congresovisible.uniandes.edu.co/votaciones/11916/
3,422.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=422,https://congresovisible.uniandes.edu.co/votaciones/12612/
4,422.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=422,https://congresovisible.uniandes.edu.co/votaciones/12613/
0,423.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=423,https://congresovisible.uniandes.edu.co/votaciones/12614/
1,423.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=423,https://congresovisible.uniandes.edu.co/votaciones/12120/
2,423.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=423,https://congresovisible.uniandes.edu.co/votaciones/12126/
3,423.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=423,https://congresovisible.uniandes.edu.co/votaciones/12121/
4,423.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=423,https://congresovisible.uniandes.edu.co/votaciones/12122/
0,424.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=424,https://congresovisible.uniandes.edu.co/votaciones/12123/
1,424.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=424,https://congresovisible.uniandes.edu.co/votaciones/12124/
2,424.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=424,https://congresovisible.uniandes.edu.co/votaciones/12125/
3,424.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=424,https://congresovisible.uniandes.edu.co/votaciones/12563/
4,424.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=424,https://congresovisible.uniandes.edu.co/votaciones/11906/
0,425.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=425,https://congresovisible.uniandes.edu.co/votaciones/11947/
1,425.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=425,https://congresovisible.uniandes.edu.co/votaciones/11259/
2,425.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=425,https://congresovisible.uniandes.edu.co/votaciones/11268/
3,425.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=425,https://congresovisible.uniandes.edu.co/votaciones/11258/
4,425.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=425,https://congresovisible.uniandes.edu.co/votaciones/11260/
0,426.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=426,https://congresovisible.uniandes.edu.co/votaciones/11261/
1,426.0,https://congresovisible.uniandes.edu.co/votaciones/#q=cuatrienio--2014-2018&page=426,https://congresovisible.uniandes.edu.co/votaciones/11262/
